question,path,answer,contexts,latency_seconds,delta_score
"Im encountering an Error 403 ""We Looked Everywhere For This Page"" while trying to modify my website.",fast,I don't know.,"[""Live Site Error: Error 403 (Forbidden)\nA 403 Forbidden error is an HTTP status code that means you are unauthorized to view the page you are trying to access.\xa0To resolve a 403 error message:\nMake sure the URL (web address) you entered is correct. Clear your browser's cache and cookies. Go to the web address you are trying to view again.Still need help?If the problem persists,\xa0contact us\xa0and we will be happy to help."", "" page's URL.\xa0Learn more about 404 errorsSubmitted, returned 403This means that you submitted this URL to Google for indexing, but Google was blocked when trying to crawl it. For example, you may have password protected this page, or it maybe be a private page in your Member's Area.If you want this page to be indexed, you need to make it a public page and then request indexing.Submitted, blocked due to other 4xx issueThis means that Google tried to access this page after you submitted it and found some other server issue that is not covered by the issues above.Warning statusesPages with warning statuses have issues that mean Google may or may not have indexed them. This means that the pages potentially do not appear in search results. Whether or not the pages are indexed depends on\xa0the page""]",4.0200514793396,0.0951947122812271
Im having trouble adding a page to the horizontal menu on my website.,deep,"To add a page section to the site menu, follow these steps:

1. Go to your editor.
2. Click Pages & Menu 
3. In the Settings panel, select ""Set as Advanced"" from the dropdown under Which menu is displayed?.
4. Drag and drop the new mega menu design to wherever you want on the page.
5. Set the menu as advanced by clicking the Settings icon .
6. Select ""Set as Advanced"".
7. Name the mega menu container what you want, such as ""Services"" or ""Our Story"".","[' Styled Horizontal Menu:\nClick Add \xa0at the top of Editor X. Click Menu & Search. Click Styled Horizontal Menus. Drag and drop the relevant menu to the desired location on your page.\xa0 (Optional) Create a new menu with custom pages:\n    \nClick Manage Menu.\xa0 Click the drop-down under Which menu is displayed?. Click Manage Site Menus. Click + Add New Menu at the bottom to create the custom menu.\xa0  Designing a Styled Horizontal MenuFrom the Inspector panel, you can design every part of your Styled Horizontal Menu - the menu and submenu container, as well as the menu and submenu items.\xa0To design the menu:\nClick your Styled Horizontal Menu. Click the Inspector icon \xa0at the top of Editor X. Click the Design tab .\xa0 Select an option under What do you want to design?:\n    \nMenu container Menu items S', "" your site from the Add panel. There's several types of menus you can add to suit your needs.To add a menu:\nClick\xa0Add Elements \xa0\xa0on the top of Editor X. Click\xa0Menu & Search. Click a menu type:\n    \nHorizontal:\xa0Traditional horizontal site menu that usually appear in the header or footer of a website. Styled Horizontal: These advanced menus offer tons of unique customization options. You can tailor these menus to your exact needs, adjusting the layout and design of every single area.\xa0 Vertical:\xa0Vertically arranged menus that look great on the right or left sides of websites. Hamburger:\xa0Minimalist, space-saving menus where the menu items are only displayed when visitors click the menu icon. The menu has an open and closed state. Anchor:\xa0Floating vertical menu that displays anchor links. These"", '\xa0 on the left side of the editor. Choose what to do next:Clickable title (i.e. menu item)Drag and drop a menu item to nest it under another item, turning it into a subpage.\xa0\n\nDecide which menu item should be the submenu title. Drag all relevant menu items into the dropdown.\n\n Non-clickable titleAdd the dropdown as a new menu item and give it a title to nest additional items beneath it.\n\nClick Add Menu Item. Click Dropdown.\xa0 Enter the item title.\xa0 Click Done. Drag all relevant menu items into the new dropdown title.\n\n\nAdding a page section to your site menuSections are a great way to divide and organize your page content. Link to sections from your site menu so your visitors can be directed there with one click.To add a section to your site menu:\nGo to your editor. Click Pages & Menu \xa0\xa0 on ', 'tainer to a horizontal menu that you set as advanced. Mega menu containers are not supported on regular site menus, themed menus, or vertical menus.To add and set up a horizontal advanced menu:\nClick Add Elements \xa0on the left side of the editor. Select Menu & Anchor. Click Horizontal Menus. Click and drag your chosen menu design to wherever you want on the page. Set the menu as advanced:\n    \nSelect the new menu in the editor. Click the Settings icon . Select Set as Advanced. Click Set as Advanced in the pop-up.  Step 2 | Add a mega menu to your advanced menuOnce you have an advanced horizontal menu, add your mega menu container as an item and name it what you want. We recommend using a title that reflects your intended content, such as ""Services"", and ""Our Story"".To add a mega menu:\nSelec', ""horizontal menu on the small breakpoint(s), and the hamburger menu on the large breakpoint(s).\xa0Designing vertical menusYou can design vertical menus for two different states – Regular and Selected – so visitors always know which page they're on. Change the fill color of the menu, submenu and arrow (when applicable) and customize other areas like the text, border, shadow, etc.Note:The available settings depend on the specific menu you've selected from the Add Elements panel.To design a vertical menu:\nSelect the vertical menu. Click the Open Inspector arrow\xa0\xa0at the top right of the Editor. Scroll down to Design. Design the menu using the available options:\n    \nFill Color & Opacity:\xa0Change the background color of the menu / submenu, and adjust the opacity to your liking. If your design inclu""]",18.23742914199829,0.0366363823413848
I want to change the preview picture that shows when using my URL.,fast,"To change the preview picture that shows when using your URL in the Wix Pro Gallery, you need to submit a page's URL to search engines.","['epresents an expanded version of the image. However, if you want to remove ""lightbox"" from your URLs, you can change the way that images open when your visitors click them.To stop ""lightbox"" appearing in image URLs:\nClick the gallery in your editor. Click the Settings icon . Click the When images are clicked drop-down menu and select either Nothing happens or A link opens.\nPublish your site.The next time that search engines crawl and index your page, they update the URLs that they use for the images on the page.\xa0If you want to try to speed up this process, you can submit the page\'s URL to search engines.', 'Wix Pro Gallery Request: Changing the URLs of Individual Images\nCurrently, the URLs of individual images in the Wix Pro Gallery are generated automatically. It is not possible to change them.We are always working to update and improve our products, and your feedback is hugely appreciated.']",5.455002546310425,0.0554435700178146
I want to use pre-set Wix website designs.,deep,"You can save time and streamline your site creation process by creating custom templates from the Channels dashboard of your Wix account. These templates can be used as a starting point for future projects, allowing you to customize them based on each customer's requirements.","[""Wix Channels: Creating and Using Custom Templates\nAre you looking to save time and streamline your site creation process? Create custom templates from your Channels dashboard to optimize your workflow.With custom templates, you can create fully customized sites and transform them into reusable templates, eliminating the need to start from scratch with each site. This powerful tool allows you to focus on delivering exceptional results while saving time.Start by creating your perfect Wix site. Customize the layout, design and apps to align with your vision. Then, save it as a template. For future projects, just choose the template you want to start with and then customize it based on each customer's requirements.Templates can be created for sites built on the Wix Editor or sites built with W"", ""Wix Logo: Creating a Branded Site in the Wix Logo Maker\nGet your brand online in just a few clicks, with a branded website designed automatically for you.Wix generates website templates based on your logo's design, which you can customize completely to suit your needs. Available templates vary depending on the Wix Logo plan you have.Learn more about getting a branded site with:\nJust Logo / Free plans Logo and Online Presence plans FAQsCreating a branded site with a Just Logo / Free planChoose from 3 branded site templates available with Just Logo or Free plans. Then customize your chosen template to suit your brand.To get a branded site:\nGo to the\xa0Brand Studio. Click the My Brands drop-down at the top. Select the relevant brand.\nScroll to the\xa0Get a branded website\xa0section. Hover over the w"", ""Wix Editor: Getting Started with the Wix Editor\nThe Wix Editor is the platform you use to build and edit your website. It is packed full of features to help you create a unique, sophisticated site.\xa0The website builder allows you to customize and build your site in a variety of ways, such as adding and customizing elements, and choosing a color and text theme.Opening the Wix EditorAccess the Editor to get started and begin creating a site that's perfect for you and your needs.\xa0To open the Editor:\nGo to your site's dashboard. Click\xa0Edit Site\xa0next to your site's name.Adding and customizing elementsThe Wix Editor contains hundreds of stunning, customizable elements that you can use to create your site. Choose from images, text, shapes, strips and more to create your site.\xa0Click Add Elements \xa0o"", ""anage your business without needing to pay a cent. You can also create as many sites as you want in one Wix account. Learn more about building a site for free.After you've created your site and set up your business, you can decide if you want to\xa0upgrade\xa0to make use of Wix's Premium features, such as connecting a domain, removing Wix ads and more.Sign up to create a free Wix account.Step 2 | Build your siteWix offers\xa0800+ website templates\xa0to help get you started on your website creation journey. Each of these templates have been carefully researched and curated by our own designers, to make sure they best fit current trends and industry needs.All of our templates are fully customizable, meaning you can change them up as much as you want. Play with the design and layout, update and remove c"", ""Top Reasons For Choosing Wix\nWix is a free, user-friendly, website building platform. Our intuitive technology and powerful built-in features gives you the freedom to design professional websites with ease that look amazing on any device.\xa0Wix is more than a website, though. We offer a complete set of tools to build your online presence, from getting found on search engines to building your business.User-friendly and intuitive editorsCreating your dream website has never been simpler thanks to the Wix editors. With an intuitive drag-and-drop interface, building and customizing your site is a breeze, and the best part is, you don't need to write a single line of code!We have 2 intuitive editors for you to choose from, so whether you're a beginner or an experienced user, we got you covered. T""]",130.6663374900818,0.0052889436483383
Im having trouble adjusting the page height in the Wix Editor for a page without a footer. The section will not moving as expected.,fast,"I don't know how to manually change the length of a page without a footer in the Wix Editor. If you're trying to adjust the page height, you may need to use the Page Height handle or try using other solutions provided by Wix, such as horizontally responsive elements.","[""Wix Editor: Changing the Length of Your Page\nYour site pages do not have a predetermined size, and they automatically adjust their length to accommodate the content you add to them. This ensures that your information and elements aren't cut off on your live site.\xa0You can manually change the length of your pages to make them longer or shorter, depending on your layout and content needs.In this article, learn more about:\nChanging the length of your page FAQsChanging your page lengthResize your page with the Page Height handle in the editor. You can find this handle in different places on your site, depending on whether you do or don't have a footer on that page.\xa0To change the height of a page that has a footer:\nClick your footer. Click and drag the Adjust Page Height handle on the top of the"", ""Wix Editor Request: Removing the Space Under the Footer\nYou may see a gap under your footer on some screens. This appears because your site's content is shorter than the viewport height.\xa0Currently, Wix offers solutions to help you build a horizontally responsive site. Click here to learn which elements are horizontally responsiveWe are still working on solutions for vertical responsiveness. In the meantime, you can try our recommendations. Learn more about space under your footer and view possible solutionsWe are always working to update and improve our products, and your feedback is greatly appreciated.""]",6.944594860076904,0.07841557264328
Im having trouble adding content to a repeater in the Wix Editor. I need assistance with this issue.,fast,"I don't know how to add content to a repeater in the Wix Editor, as it seems that adding content is not explicitly described in the provided context. If you could provide more information or clarify which specific step you are having trouble with, I would be happy to try and assist you further.","['"" role.\xa0   Click Save.\xa0Step 2 | Add and customize your repeaterAdd a repeater then drag elements such as text, images, or buttons onto its items/containers. You can adjust the size of the repeater or remove elements to make sure everything you need in the repeater can fit. When you add an element to a repeater, the element is automatically added to each repeater item.\xa0Later, you will connect the elements to collection fields to replace the content. Each repeater item will show a different item from your collection.Wix EditorStudio Editor\nGo to your editor. Go to the page or section where you want to add your repeater. Click\xa0Add Elements\xa0\xa0on the left side of the editor. Click\xa0List. Click and drag the repeater you want to use onto the page.\xa0\nAdd or remove elements from your repeater. You can', 'Wix Editor: Adding and Managing Repeaters (Lists & Grids)\nA repeater is a list of items that have the same design and layout, but different content that you can customize per item (e.g., text, images). Repeaters make it easy to organize and show all kinds of information such as events, news and services.In this article, learn more about:\xa0\nAdding and setting up a repeater Adding content to the items Adding more items Changing the layout of a repeater Designing repeater items Connecting a repeater to a database collection Alignment issues in repeatersAdding and setting up a repeaterAdd a repeater so dynamic content flows and showcase multiple items like products or services in a structured format.\xa0To add and set up a repeater:\nGo to your editor. Click Add Elements \xa0on the left side of the ed']",8.610926389694214,0.0871736109256744
"My website displays correctly on PC and smartphone, but not on a tablet. The words on the page are off the screen.",deep,I don't know.,"['Wix Editor: Troubleshooting Font Issues on Your Mobile Site\nDifferences in the way fonts render on mobile devices can cause issues on your live mobile site. View the info below to learn how to fix font issues on your mobile site.\xa0In this article, learn more about:\xa0\nFonts appearing differently on mobile sites Fonts not working on iPhone operating systems (iOS)Fonts appearing differently on mobile sitesDifferent browsers and devices use a variety of rendering engines which may result in minor differences in the way your font appears. Fonts also render differently between iOS and Android, and the significance of the difference can vary from font to font.\xa0Various factors can cause elements to become misaligned or overlapped on your live site. Learn how to resolve text alignment issues on your ', ' a supported, default font is not appearing on your mobile device, or if you are experiencing other issues with text on your site, contact us and we will be happy to assist you.', ""Troubleshooting iPad and Tablet Live Site Issues\nWix sites are compatible for viewing on iPads and tablets. All tablet devices, regardless of operating system, display the desktop version of your site.\xa0\n\nKeep in mind that iPads and tablets do not have the same capabilities as desktop computers, and larger sites may take longer to load. Additionally, some features may not function the same on iPads and tablets (e.g. visitors can tap their screens but cannot hover over elements on your site).Resolving general issuesTo resolve general iPad or tablet live site issues:Make sure you are using the most recent version of Chrome or Safari on a supported operating system (click Supported browsers and operating systems for iPads and tablets below).Clear your browser's cache and cookies:iPad or iPod t"", 'come misaligned or overlapped on your live site. Learn how to resolve text alignment issues on your live mobile site.Note:If you are experiencing an issue with one of the default fonts, we recommend choosing another similar looking font for your site.\xa0Some fonts not working on iPhone operating systems (iOS)Certain fonts are not be supported by iOS or other mobile devices.\xa0If a specific font on your site is not displaying properly on an iOS device, you can check iosfonts.com to make sure the font is supported.\xa0Notes:\nWe do not support issues with uploaded fonts. If you’re experiencing an issue with an uploaded font, we recommend trying one of the default fonts or uploading a different one. If a supported, default font is not appearing on your mobile device, or if you are experiencing other ', ""s too low, and cannot sufficiently display all text.\xa0There are a few ways to resolve this issue, depending on the Info position you choose (where you choose to display your gallery text).Text is placed under or above an image\nDecrease the title / description font size, or increase the size of the gallery images by adjusting the gallery's layout. For example, if you have a gallery with a grid layout, you can change the gallery's thumbnail size or adjust the number of images per row. Go to the desktop Editor and increase the Text Box Height. This change will also apply to your mobile site. The text's horizontal and vertical padding settings may cause text to be cut off on mobile. These settings are carried over from desktop. To adjust these settings, go to the desktop version of your site an""]",8.773518800735474,0.018995314836502
I am struggling with adjusting section heights in the Wix Editor. I need assistance with this issue.,deep,"You need help showing the Editor toolbar in the Wix Editor. To do this, you should:

Click Tools from the top bar of the Editor.
Select the checkbox next to Toolbar.

I don't know.","[""Wix Editor: Using the Editor Toolbar to Adjust Elements\nThe Editor toolbar gives you easy access to tools that help you adjust your site's layout and elements as easily as possible. Arrange, align, resize and position elements all from the one toolbar.How do I show the Editor toolbar?\nClick\xa0Tools\xa0from the top bar of the Editor. Select the checkbox next to\xa0Toolbar.\nIn this article, learn more about:\nArranging elements Aligning elements Resizing elements Positioning elements Rotating elementsArranging elements using the Editor toolbarYou can move elements forwards and backwards using the Editor toolbar. The Editor is made up of layers which may be placed behind or in front of another element, causing them to not work properly. You can change the element's placement by moving it forward or ba"", ""Wix Editor: Using Rulers and Guides\nRulers help you accurately place elements on your page as you can see their exact position in pixels. You can show or hide the editor rulers at any time, and add guides to mark specific positions you need to see while planning the page's layout.\xa0In this article, learn more about:\nShowing or hiding the rulers Adding guides to rulers Changing the position of a ruler guide Deleting a ruler guideShowing or hiding the rulersAccording to your needs, you can decide to show or hide the editor rulers. This doesn't only control the horizontal and vertical rulers, but also any guides you've added. \xa0To show or hide the rulers:\nGo to your editor. Click Tools \xa0on the top bar. Select or deselect the Rulers checkbox:\n    \nSelected: The rulers are shown in your editor. D"", 'Wix Forms Request: Adjusting the Height of Form Fields\nCurrently, it is not possible to adjust the height of form fields in Wix Forms.\xa0Field height automatically adjusts depending on the font size.We are always working to update and improve our products, and your feedback is greatly appreciated.', 'ber in the H field to change the height.Tip:To check the exact height and width of an element, click the element and view the size in the Editor toolbar.Note:You can also resize elements using the stretch handles, but this method is not as precise.Positioning elements using the Editor toolbarAccurately position elements on your page by changing the X and Y values on the Editor toolbar. Y is the vertical positioning of the element in the Editor, while X is its horizontal positioning.\xa0To position elements:\nClick the element.\nType the new values next to X and Y in the Editor Toolbar, pressing Enter after each value.\nTip:To align more than one element on the horizontal or vertical axis, simply make sure that all of their x or y values are the same. Alternatively, drag an element until the Wix ', 'Studio Editor: Customizing a Section Grid\nIn the Studio Editor,\xa0sections\xa0come with a built-in grid, containing a single cell (housing the entire section). Split the section into more cells to give a responsive structure to the content. There are various customizable layouts to choose from.\xa0\nGo to our Wix Studio Academy to check out additional Wix Studio webinars, tutorials, and courses.In this article, learn how to:\nAdd cells to a section Customize the section grid Swap and flip cells in the grid Switch to an advanced CSS gridAdding cells to a sectionAdd cells to a section to create a responsive, structured layout. Keeping the elements in separate cells ensures they stay in place on all screens. Choose a layout, then move elements to the cells - you can always split the cells or add new on']",14.094712257385254,0.019531026482582
How can I use the Toolbar and Layers Panel in the Wix Editor to adjust the positioning of my images?,fast,"You can use the Toolbar to position your images by clicking on them and then using the dropdown menu next to the Toolbox icon (which looks like a rectangle with lines coming out of it). From this dropdown, you can choose to ""Move"" the image. This will allow you to rearrange the image's position within its container element.","[""Wix Editor: Using the Editor Toolbar to Adjust Elements\nThe Editor toolbar gives you easy access to tools that help you adjust your site's layout and elements as easily as possible. Arrange, align, resize and position elements all from the one toolbar.How do I show the Editor toolbar?\nClick\xa0Tools\xa0from the top bar of the Editor. Select the checkbox next to\xa0Toolbar.\nIn this article, learn more about:\nArranging elements Aligning elements Resizing elements Positioning elements Rotating elementsArranging elements using the Editor toolbarYou can move elements forwards and backwards using the Editor toolbar. The Editor is made up of layers which may be placed behind or in front of another element, causing them to not work properly. You can change the element's placement by moving it forward or ba"", ""Wix Editor: Using the Layers Panel\nThe Layers panel clearly lists all of the elements on your page. Depending on the page layout, the panel is divided into the header, main page, and footer, so you can view and select elements to adjust them as needed.In this article, learn more about:\nUsing the layers panel Working with layers in Dev mode Frequently asked questions (FAQs)Using the Layers panelUse the Layers panel to select and manage elements on your site.\xa0This is a great way to locate elements, as well as rearrange them to suit your site's structure and alignment.To use the panel:\nGo to your editor. Click Layers \xa0on the bottom left of the editor. Click either Header, Page, or Footer to view the elements in that area. Locate the relevant element from the list and click it. Choose what you""]",8.496905326843262,0.091815561056137
I want to undo the latest change in my site design.,deep,"To undo the latest change in your site design, you need to click the Undo icon at the top of your Wix Editor.","[""f your site to roll back on changes you no longer want with just a few clicks. Reverting to a previous site version allows you to change your site's look and content, without needing to manually edit anything.Good to know:Some components do not revert back when you restore your siteHire a Wix PartnerVisit the Wix Marketplace\xa0to find a designer or freelancer to help you with any part of your site you want. Wix Partners can assist you in a variety of ways - from creating striking visuals, to writing custom code.Create a new siteThere are countless design and content combinations available from Wix. If you want to start from scratch, you can create a new site and reassign your existing domain to get a whole new experience for your visitors.Important:Your site must be upgraded before you can a"", ""your site's dashboard. Scroll down and click\xa0Site History.Once there, you can browse through the recent revisions to your site, see who made the changes and when they were made. Click the Arrow\xa0icon\xa0\xa0next to the version you want to view.Restoring an older site versionRevert your site back by restoring a previously saved or published version. Keep in mind that restoring a version erases any changes made after that specific version.Important: When you restore your site, some elements are not affected.\xa0To restore a site version:\nGo to your site history. Click the Arrow icon  next to the relevant version. Review the revision to make sure it's the one you want to restore. Click Restore.Tips:\nTo filter site history, click the\xa0Show\xa0drop-down menu. You can filter to find saved, published, and star"", ""Wix Editor: Using Undo and Redo\nEasily revert or reinstate changes with the Undo  and Redo  icons in the Wix Editor. These allow you to undo and redo changes you have made on your site - whether it's changing the color of a button, or the content of your text.In this article, learn more about:\nUndoing a change Redoing a change Text issues when using undo and redo FAQsUsing the Undo featureUse the Undo feature to revert a change you have made in your Editor. For example, if you change the design of an element, and decide you want to revert one of the design options, you can use the feature to do so, instead of manually changing it back.To undo a change you have made, simply click the Undo icon  at the top of your Editor, or press Ctrl + Z on your keyboard.Using the Redo featureUse the Redo "", ""Editor X: Reverting to the Wix Editor Version of Your Site\nView previous Wix Editor versions of your site to see how it looked, and restore a version if needed. This means you can always go back to Wix Editor if you prefer designing on that platform.\xa0In this article, learn how to restore your site:\nFrom Editor X From your site's dashboardImportant:The option of moving your site from Wix Editor to Editor X is currently unavailable.\xa0Restoring your site from the EditorYou can revert to Wix Editor at any point while working in Editor X. The Site History section shows all of your site's previous versions, so choose the one you need and restore it in just a click.\xa0To restore your site from the Editor:\nClick Site at the top of Editor X. Select Site History. Use the list to find the Wix Editor ver"", ' breakpoint that contains the element that you are reverting back.To revert design changes:Right-click the element that you want to remove the override from.Click Remove Override.Want to learn more?See our lessons on breakpoints:Breakpoints: Part 1Breakpoints: Part 2Breakpoints: Video Tutorial']",13.973409414291382,0.0252640545368194
I want to unpublish my site on Wix using the Wix Editor.,fast,"To unpublish your site on Wix using the Wix Editor, you can follow these steps:

1. Open your site in the Wix Editor.
2. Select Site from the top toolbar.
3. Click Unpublish Site.
4. Confirm by selecting Unpublish in the dashboard window.
5. You will be able to publish your site again at any time.

I don't know if there are any specific settings or options you need to access unpublishing your site in the Wix Editor.","[""Wix Editor: Unpublishing Your Site\nUnpublish your site if you no longer want it to be accessible to the public. You may wish to unpublish your site if you're taking it down for maintenance, redesign, or you simply no longer need it.\xa0After unpublishing, you'll still have access to your site's editor and you can publish it again at any time.Important:Unpublishing your site does not cancel your domain or Premium plan. Learn how to cancel your domain or plan.Unpublishing your siteYou can unpublish your site (either permanently or temporarily) from the editor or from your site's dashboard.Wix EditorDashboard\nOpen your site in the Wix Editor. Select Site in the top toolbar. Click Unpublish Site. Select Unpublish in the dashboard window. Click Unpublish in the pop-up to confirm.\nGo to Settings in"", ""Wix App: Removing Apps from Your Site\nYou can delete an app from your site that you no longer need using the Wix app.\xa0When you delete an app from the Wix app, you must also go back to your Editor and delete it from there to fully remove it.\xa0Important:If you delete an app from your Editor, it is automatically removed from your site on the members app and you don't need to remove it using the Wix app.Step 1 | Remove an app using the Wix app Remove an app on-the-go from your site using\xa0the Wix app.To remove an app using the Wix app:\nGo to your site in the\xa0Wix app. Tap\xa0Manage\xa0\xa0at the bottom. Tap Manage Apps. Tap\xa0Remove next to the relevant app. Tap Delete in the pop-up to confirm.\xa0Step 2 | Remove an app from your site using the EditorAfter you remove the app from your site using the Wix app, d""]",10.764336347579956,0.0922544300556182
"Im having trouble changing the browser tab title on my live site. I followed the steps provided, but its still not working.",fast,"I don't know. It's unclear from the context what specific issue you're experiencing with changing the browser tab title on your live site. If you could provide more details or clarify the steps you've already taken, I'd be happy to try and assist further.","[""Changing the Title Displayed in the Browser Tab\nBy default, your page's title tag is displayed as the title in your browser tab.\xa0If you want to change the browser tab title, you can customize your page's title tag in the SEO Panel of your page.In this article, learn how to:\nChange the browser tab title for your live site Change the Editor browser tab titleChanging the browser tab title for your live siteYou can edit your browser tab title of your live site at any time in your site's Editor.\xa0Search engines will update your page's title tag the next time that they crawl your site. If you want to try to speed up the process, you can submit your page's URL to search engines.To change the browser tab title for your live site:Wix EditorStudio Editor\nGo to your editor. Click Pages & Menu \xa0on the "", ' tab title for your live site:Wix EditorStudio Editor\nGo to your editor. Click Pages & Menu \xa0on the left side of the editor. Click the More Actions icon \xa0next to the relevant page. Click SEO basics. Enter the page title under Title tag. Publish your site.\nGo to your editor. Click Pages \xa0on the left side of the editor. Click the More Actions icon \xa0next to the relevant page. Click SEO Basics. Enter the page title under Title tag. Publish your site.Important:Adding custom code to your site may affect your browser tab title. Try removing any custom code you added to your site if you see an incorrect browser tab title.Changing the browser tab title for your editorYou can also change the browser title of the editor version of your site. This helps you quickly identify the relevant site in your b']",8.00942873954773,0.2194178253412246
I need help adding a button with a link in the Wix Editor.,deep,"You need help setting up a button that has a link in the Wix Editor. To do this, follow these steps:

1. Click Add Elements on the left side of the Editor.
2. Click Button and drag a button onto the page.
3. Click the button and select the Link icon.
4. Select Page on the left dropdown menu under When image is clicked.
5. Select Product Page from the Which page? drop-down menu.
6. Enter the link details in the specified fields.

Additionally, you can also add links to buttons by following these steps:

1. Click Add Elements on the left side of the Editor.
2. Click Button and drag a button onto the page.
3. Click the button and select the Link icon.
4. Select a link type (e.g. Link, URL).
5. Enter the relevant link information in the specified fields.

If you need further assistance or have any questions, feel free to ask!","['Wix Editor: Adding and Setting Up a Text & Icon Button\nText and icon buttons are a great way to encourage site interaction from your visitors. With a range of options available, you can choose a catchy call-to-action, a striking icon, or even a button that displays both.Step 1 | Add your buttonYou can add a button from the Add Elements panel on the left side of the Editor. There are several different options available, with a range of layouts.To add a button:\nClick Add Elements \xa0on the left side of the Editor. Click Button. Click Text & Icon Buttons. Click or drag your chosen button to add it to the page.Step 2 | Set up your buttonThere are many different ways that you can customize your button. Choose what you want to display, and adjust the settings as needed.To set up your button:\nClick', 'Wix Editor: Adding a Link to an Image\nAdd a link to an image to send your visitors to a page address or anchor, web address, email or document.To add a link to an image:\nClick the image in your Editor. Click the Settings icon . Click the drop-down menu under When image is clicked. Select A link opens. Under What does it link to? click the Link icon . Enter the link details. Click Done.Tip:You can also click the Link icon  to set up your link, but make sure that you complete steps 1-4 above first.Click here to learn how to link a button to a specific product page in Wix Stores. \xa0', ""Wix Editor: Adding a Link to a Button\nAdd a link to your icon or text button to direct site visitors to a specific location. You can link to many different places including a page on your site, external web address, document or email.In this article, learn more about:\nAdding a link to your button Available types of linksAdding a Link to Your Button\nClick the button in your editor. Click the Link icon  . Select a link type.\nNote: Learn more about the link types below. Add the relevant link information. Click Done.Notes:Once you have added your link, test that it's working in Preview mode. If its not working, check the button troubleshooter.If your URL link contains an unsupported character, the following error message is displayed: Check the URL and try again. To bypass the validation, use "", 'Wix Editor: Adding Affiliate Links to Your Site\n\xa0You can add affiliate links to your site by adding the links to text, images or buttons.\n\nClick here to learn how to add a link to text Click here to learn how to add a link to an image Click here to learn how to add a link to a button', ""Wix Stores: Linking a Button to a Specific Product Page\nMake it easy for customers to access a product you're showcasing by adding a button that links directly to the relevant product page.\xa0For example, if you add a site page about a great jacket you sell, you can add one or more buttons linking to that product.To add a button that links to a specific product:Wix EditorStudio Editor\nGo to your editor. Go to the page where you want to add the button. Click Add Elements on the left side of the editor. Click Button and drag a button onto the page.\xa0 Click the button and select the Link  icon.\nLink the button to a specific product:\n    \nSelect Page on the left. Select Product Page from the Which page? drop-down.\xa0  \nSelect the product you want to link to from the Which item? drop-down.\nGo to you""]",21.74734735488892,0.0319105088710784
Im using the Wix website editor and Im experiencing free space on the edges of my site on larger screens. I need to understand why this is happening and how to correct it.,deep,"Based on the context provided, it seems that you are experiencing a horizontal scrollbar at the edge of your live site on larger screens due to elements not being stretched to full-width or using the stretch feature when available. This issue occurs because Full-width elements such as strips and lines do not create horizontal scrollbars.","['Wix Editor: Removing Horizontal Scroll Bars from Your Live Site\nWhen viewing your site on different screen sizes and devices, you may see a horizontal scroll bar on your browser and large spaces at the edge of your site.This occurs when you have elements that are placed outside the vertical gridlines:Full-width elements such as strips and lines do not create horizontal scrollbars as they expand and shrink with the page. We therefore recommend that you use full-width elements whenever possible, or use the stretch feature when available.To remove the horizontal scroll bars and spaces:\nUse the Layers panel to identify the elements on your page that have a horizontal scrollbar. Look for elements that:\n    \nAre not stretched to full-width. Learn how to stretch an element to full width Have a wi', "" icon  on the top bar of your editor. In this view, you can move full-width elements up or down, or delete the spaces between them.\xa0Solution 2 | Manually moving elementsManually move your elements by dragging them to a different position on the page to remove the gaps.\xa0Still experiencing issues?If you've tried the above steps and are still experiencing issues with your site, contact Wix Customer Care and we'll be happy to assist you.\xa0"", ""Wix Editor: About Your Page Width\nThe width of your site is fixed at 980 pixels.\xa0This size was chosen to accommodate the majority of site users and ensures compatibility with the many different smart devices being used today (i.e. iPads or tablets).Tip:You can design your site outside of the 980 pixel borders, however we recommend that anything that you add outside of these borders be mainly decorative and not vital content to your visitors' browsing experience."", ""Wix Editor: White Spaces Appearing on Background\nA white space displaying in the background of your site, can occur when your background is set to scroll with your site. To resolve this, we recommend having a fixed background.To change the background scrolling setting:\nGo to the relevant page in your Editor.\xa0 Click\xa0Site Design\xa0\xa0on the left side of the Editor. Hover over\xa0Page Background\xa0and click\xa0Customize. Click Settings  on the background image preview. Select It's fixed under Does the image scroll?.Note:The background scrolling option is only available on image backgrounds."", 'Wix Editor: Fixing Spacing and Alignment Issues on Your Site\nYou may notice issues with alignment and spacing on either your live site or in the Editor, such as gaps, text rendering, or overlapping elements.Read this article to learn about potential issues and their resolutions.In this article, learn more about:\nMisaligned elements on certain browsers Gaps between the page content and footer Gaps below the footer on the live site Footers overlapping elements set to show on all pages Elements disappearing from your site header Misaligned text and elements on your live site Gaps between full width elements and other elementsAlignment issues on different browsersAlthough Wix sites are optimized for most common devices and browsers, you may notice some differences in alignment between them. Th']",13.371823787689207,0.0206770896911621
